id,query,answer_ids
5547783051,One man in a red zipped jacket watching another man in a black jacket jumping in midair while a black Audi car with European license plates and a large building with yellow siding sit in the background .,[5547783051]
6618942119,A man stuffs a fowl from ingredients in a blue bowl .,[6618942119]
2831656774,The woman is guiding a brown and white dog over a tall white fence on an obstacle course .,[2831656774]
3883055159,"A group of older men sit around a table full of food in a restaurant , it looks to be a good time .",[3883055159]
2737664903,A group of people standing in the snow with a mountain in the background .,[2737664903]
6160193920,An Asian woman in a blue top and green headscarf smiling widely as another woman rows a boat in the background .,[6160193920]
3958968118,Two women and a man sitting down in chairs next to a table with a candle burning .,[3958968118]
4886394105,A woman in a blue shirt and a woman in a brown shirt are bent over a metal food dish .,[4886394105]
3146509215,"A group of 9 friends are all taking a mid-jump picture on a beach , all bundled up in jackets and most of them with scarves .",[3146509215]
2472620707,"A young child on a scooter with a blue helmet , blue shirt , brown shorts and blue shoes",[2472620707]
289637262,Soccer teams are standing on a green pitch and are surrounded by a large stadium .,[289637262]
3626689571,The man with the red shirt is holding a basketball and is in front of a basketball hoop .,[3626689571]
4797178138,A man in a gray shirt is working on a work of art with his glove-covered right hand .,[4797178138]
7081584189,"A pair of athletes are in a kayak equipped with protective gear and oars , rowing down a rapid body of water in a blue and white kayak .",[7081584189]
90123355,One man playing a red guitar and singing into a microphone has a larger man playing the drums behind him .,[90123355]
930748509,A man in pets a dog on the chest at a park .,[930748509]
4601900180,A man and a young girl and boy are suspended in air during a synchronized jump .,[4601900180]
2166417615,"Three children and one adult are near the base of a rock formation in shallow water , and an adult wearing a blue shirt is standing on the top of the rocks .",[2166417615]
3779116045,Scout Master Clown ringing the neck of a balloon snake in front of children to establish dominance .,[3779116045]
2931254547,A man in a red costume and woman in a bikini are passing a crowd of people .,[2931254547]
311104290,Three people are sitting on the couch and one person is sitting on the floor .,[311104290]
316298162,A group of men in suits are walking down a park sidewalk .,[316298162]
4857569615,A young woman holding a newborn in her arms while still wearing her hospital bracelet laying on a hospital bed .,[4857569615]
4719923434,A elderly man wearing a blue sweater is surrounded by pigeons on the street .,[4719923434]
4594360209,The red skirt of a female dancer swirls while her feet and her male partner 's feet dance on concrete .,[4594360209]
2536808189,A construction crew person pulls on a large coil of red line in the subways of London .,[2536808189]
1572532018,"A little boy in red shorts , a boy in a black Speedo , and a boy in gray shorts are all running on the beach .",[1572532018]
2566130554,A woman is handing something to another individual while a third person in the background carries something in her hand while passing through a door .,[2566130554]
86127083,A man is going through his scrap book and admiring the mementos from his travels to China .,[86127083]
3601843201,A person wearing a red and white uniform is racing a motorcycle with the number 58 on it .,[3601843201]
4276945993,A young man dressed in black is playing the guitar in a dimly lit studio .,[4276945993]
2536858553,White man standing on scaffolding wearing an orange jacket painting a ceiling .,[2536858553]
2830561291,"A young boy with blue eyes , wearing a red shirt drinks from a metallic pouch with a straw .",[2830561291]
3533775651,Two people standing next to a red car are hugging in traffic with a brightly lit city scene behind them .,[3533775651]
7309159954,An American football punter is just about to kick the ball to the receiving team with the rest of his team running behind him .,[7309159954]
2113592981,A woman in the middle of a grassy field during autumn jumps in the air and extends her arms over her head .,[2113592981]
3415695164,Children play in the sand surrounded by a sand structure with a lot of window like openings .,[3415695164]
8233488463,"Picture of high school wrestlers , two ( both male - one white , the other black ) , while one flips the other .",[8233488463]
162743064,A dog is backlit buy the sun as he jumps up to catch a tennis ball .,[162743064]
7690697658,"A group of people at a 4th of july celebration , with one man standing on a stage with american flag colored decorations around him .",[7690697658]
1614698671,A picture of different kinds of donuts on display with a man wearing a bandanna and a red shirt working in the background .,[1614698671]
4830307454,A young man in a white t-shirt is looking at the photographer .,[4830307454]
6827146958,"A teenager in a blue Hollister brand sweatshirt adjusts a "" Sky-Watcher "" telescope .",[6827146958]
457625343,"Young Japanese women window shop in front of a store displaying a sign with an English translation of "" Cash and Wrap , "" and featuring a McDonald 's fast food nook .",[457625343]
2412152032,Children climb a tall structure and gather at the top in an obstacle challenge .,[2412152032]
2201480583,"There are some men and women sitting outside on a lawn having a barbecue , there is food cooking an the grill and food on a table .",[2201480583]
2274602044,Man wearing a gray jacket sitting on a green bench petting a black dog wearing a red collar .,[2274602044]
359291972,A guy with a blue helmet stands on ropes above everyone else .,[359291972]
501680472,Two men are waiting far apart for the train in a run down station .,[501680472]
2426215757,A waterskier being pulled dressed for the cold with a life jacket on .,[2426215757]
2098777590,A woman in a red shirt is cooking in a skillet on a stove .,[2098777590]
1301532463,a transportation vehicle is carrying a crowd of people who are sitting and standing .,[1301532463]
1897067588,A man wearing green goggles watches as a woman in green goggles and holding a torch solders some metal on top of wooden blocks .,[1897067588]
3356284586,A woman dressed in elegant clothing is looking down while inside a crowd of people .,[3356284586]
5921625277,A crowd of Asian people enjoy a sunny day as they sit on park benches beneath flowering plum trees .,[5921625277]
7499699194,"Multiple women dressed in workout clothes and gloves , taking a kickboxing class .",[7499699194]
3759993037,A small group of spectators stands on a street in front of a racing event .,[3759993037]
4299160955,"There is a line of various trucks with advertising on the side parked by the side of the road , with the "" Grilled Cheese Truck "" and the "" Calbi "" truck in focus .",[4299160955]
3152980191,Three men in white coats are standing and watching a man in a black sweatshirt pipe filling into donuts on a large white table .,[3152980191]
539761097,A little child is sitting next to a beige colored dog .,[539761097]
4650782222,"A barefoot woman sits on a stone bench in front of stone architecture and green grass , protecting her skin from the sun with a blue umbrella .",[4650782222]
1056415186,"Two Asian girls laughing , as the girl on the right holds an instrument .",[1056415186]
513116697,The skier does a high flip over snow in the mountains .,[513116697]
4783077148,"A man in a tank top and shorts is sitting talking to a woman dressed in a red dress , holding a bottle , outside of a building .",[4783077148]
2472250097,A man carrying a fishing pole silhouetted against a bright blue sky .,[2472250097]
3415003392,A person wearing a black helmet rides a red bike through the woods .,[3415003392]
4826114794,One man is sitting in a plastic green chair while another man stands behind him cutting his hair .,[4826114794]
5199580790,"Three men are hauling pink bags onto a boat , a fourth man sits on some wood on the river staring into the distance .",[5199580790]
4565044083,Two people wearing jackets are sitting down outside with their backs turned while a woman in a red sweater and blue jeans is sitting down facing forward .,[4565044083]
4873132254,A little boy dressed in gray and wearing a large watch lies on a table and watches another boy wearing a green hat coloring in a book .,[4873132254]
3323952123,A lack dog leaps in front of a tree branch in the snow .,[3323952123]
757332692,The girl with the green scarf and the white dog appear to be playing .,[757332692]
102851549,A little boy looks at the camera while a woman behind him seems to be laughing very hard and the woman on the right has a big smile on her face .,[102851549]
4445707837,"A man with a red bag , a woman carrying a child and two others cross the street in a crosswalk .",[4445707837]
3134092148,A man is surfing on a white surfboard with his hands upraised .,[3134092148]
3204525212,a small black and white dog standing next to a large black dog both looking up onto a counter .,[3204525212]
3716244806,The couple have children sitting in their laps on the rocky hillside .,[3716244806]
176673870,"An older , white woman stands along a crowded street wearing a swimsuit , holding a yellow sign with black letters that states , "" Secure Borders , Legal Immigration . """,[176673870]
1985706518,"Two people are swimming in a large body of clear blue water , and there is a large red item behind them in the water .",[1985706518]
207584893,Two parasailors on one parasail landing on a sandy beach in front of a large rocky boulder and the water .,[207584893]
1594038143,A man in a pink shirt is showing a magic trick to a boy in a blue shirt .,[1594038143]
1149097018,A little baby dressed in green and yellow wearing a bib cries .,[1149097018]
4833687683,"A man and woman with a child are looking through the windows of a shop that sells , at least , sandwiches .",[4833687683]
52886928,Three young men play a game of monopoly to pass time .,[52886928]
3000017878,Five men in jeans play in a band on a stage with a brightly colored backdrop .,[3000017878]
2831215155,"An SUV is parked in a grassy field with mountains in the background , and a woman is looking through a telescope off into the distance .",[2831215155]
3355494822,A skier races down a mountain in an orange jacket .,[3355494822]
4735812382,A woman wearing a wedding gown and holding a flower is standing on the brick sidewalk .,[4735812382]
1718184338,A couple of people are standing and the person in the red coat is pointing at the body of water .,[1718184338]
8064150004,A kid on a mountain bike performing a trick high above the ground in a wooded setting .,[8064150004]
2144049642,A young girl colors in a coloring book with a choice of many colors from a container .,[2144049642]
5135072759,A man in a red coat and a fedora is playing a trumpet while fellow musicians sit nearby .,[5135072759]
211295363,There is a white boat in the bay with a city in the background .,[211295363]
2967123604,A young girl with a bib smiles at a man while she sits behind a purple lunch tray and pie at a table .,[2967123604]
1289951084,"Woman in a green and white striped shit lying in a chair with a yellow bag , holding a folded piece of paper .",[1289951084]
1368338041,"Three small dogs , two white and one black and white , on a sidewalk .",[1368338041]
4717497965,A group of elderly people stand around a booth at a food co-op .,[4717497965]
22926817,a woman in a blue tennis dress getting ready to hit an incoming ball,[22926817]
4767662218,"Three black young man are working in a semi-deserted area with a pile of construction material and jugs , one of them is digging .",[4767662218]
4860805264,An Asian man wearing a white t-shirt and an Asian woman wearing a skirt are walking down a busy sidewalk .,[4860805264]
1212131969,A boy watches a woman walking amidst many concrete boxes .,[1212131969]
294241289,"A guy wearing a blue t-shirt , a green and white hat , shorts and sandals is cleaning out an enclosed pool .",[294241289]
2172493537,Three people are wading in shallow water near a stone path and spraying fountains .,[2172493537]
4733490834,A young woman with blond-hair and a colorful bracelet talks on a cellphone on a windy day .,[4733490834]
392467282,Two brown dogs are running over snow in a line .,[392467282]
1436661786,"A yellow taxi cab with a sign reading "" MAMA MIA ! "" on it , and a guy sitting in the back .",[1436661786]
3605259195,"Toddler in blue shirt and beige khaki shorts and brown shoes , holding a small blue shovel , walking along beach shore with two white seagulls swooping towards him .",[3605259195]
4976280202,A woman with a red and white piece of clothing draped over her arm rides a pink cruiser-style bicycle down a boardwalk .,[4976280202]
394136487,A fireman pulling out a firehose next to a blue car engulfed in flames .,[394136487]
3218861747,A skateboarder is doing a trick in the air with his skateboard on a red ramp while people stand around looking .,[3218861747]
2216631622,Three workers with orange clothes are working on a building .,[2216631622]
1472511399,a group of people in an auditorium one of the people is sleeping,[1472511399]
3662061499,A young girl dressed in shorts and t-shirt standing in a small tree lined creek holding hiking canes with a big smile and big straw hat .,[3662061499]
3925872123,A young boy wearing a blue shirt and blue jean shorts hugging a blond-hair little girl .,[3925872123]
3631029759,"Two women , both with short , dark hair and wearing glasses , sitting on a wood bench , taking pictures on their iPhone of sleeping puppies , who are lying in a red cardboard box .",[3631029759]
4978901111,An Asian woman playfully has her hand and mouth open as she leans toward a little Asian girl eating a plum as they sit at a wooden table .,[4978901111]
460350019,A woman plays tug-of-war with her black dog in a brown landscape surrounded by trees .,[460350019]
763577068,A small dog with a red ribbon on its head walks through the grass .,[763577068]
18119750,A lady wearing a green sweatshirt and jeans sits on the ground and hits a tennis ball with a tennis racket .,[18119750]
283091793,A middle-aged security guard wearing a yellow vest is standing next to a car,[283091793]
3056595980,Three adults and an infant are seated on a green bench facing a body of water on a clear day .,[3056595980]
52989402,A group of people are enjoying various alcoholic beverages in a restaurant-like setting .,[52989402]
4291500527,A grandma dressed in white and blue striped shirt and blue shorts poses with two children wearing white shirts .,[4291500527]
7990849887,A three member band plays intensely in a club with flashy designs and lights in the background .,[7990849887]
4716376540,Somebody wearing a crash helmet performing a wheelie on a black and white motorbike .,[4716376540]
1945939774,"A man wearing a green sleeveless t-shirt , red and white and black underpants and blue tights is singing or talking into a microphone .",[1945939774]
7911930912,"A tan-skinned woman with a braided ponytail stands beside a net in a pink , short-sleeved shirt .",[7911930912]
1506789462,An adult and a child walking on the sidewalk next to a large building with graffiti .,[1506789462]
1368512916,"A lady sitting against dark wood with a shawl , red and white skirt and bonnet .",[1368512916]
2990977776,A young boy wearing a black shirt and brown pants practices jumping over a low bar on a skateboard .,[2990977776]
5504365495,A young infant cries while having his or her pajamas buttoned .,[5504365495]
185019676,A woman in a brown shirt with her hair tied behind her head is looking through a rather large microscope .,[185019676]
49609558,Four children are wearing blue hats with colored streamers .,[49609558]
3102705810,A young girl about to feed a horse an apple with an older girl helping her .,[3102705810]
2772784124,A man or woman holds a branch high in the air as they look out at the horizon from a cliff edge .,[2772784124]
4804591106,Here is a grandmother walking home from restaurant she just bought her takeout food from .,[4804591106]
1073444492,A guy sitting at a desk talking on a phone with books laying everywhere .,[1073444492]
241347760,A Oklahoma Sooners football player wearing his jersey number 28 .,[241347760]
2502597417,A waiting and growing crowd gathered on the far side walkway of an urban street .,[2502597417]
2827964381,Two dogs wrestle in the grass with a chain link fence in the background .,[2827964381]
4780200205,A young man is looking around a corner while holding his phone in his hands .,[4780200205]
442987551,"A very young toddler age girl holding a whisk standing in front of a glass bowl with white powder , and red , yellow , and brown bags that sit on a counter in front of her .",[442987551]
4927147688,A man with a mustache has his shoes shined on the street by a man in a blue shirt .,[4927147688]
2301867590,"Two children , one in red and one in blue , making snow angels .",[2301867590]
539218410,A large poster of a shaggy buffalo hangs over the head of a man in a blue shirt holding a red bag .,[539218410]
3300679815,Three colorful clowns with ballons posing next to another plastic clown .,[3300679815]
4917930892,"A man in a white tank top , bandanna and black pants does a handstand on the ground in front of a crowd of people .",[4917930892]
2313598755,A father and a son are tucked tightly together while sleeping .,[2313598755]
3138018309,A young child in blue pajamas displaying various sports equipment gesticulates while standing in front of a brightly decorated tree resting on a colorful rug .,[3138018309]
7651701676,Five people celebrate victory by opening a bottle of champagne before photographers .,[7651701676]
7052724381,A surfer has just fallen off his surfboard and only his feet are visible above the water .,[7052724381]
2980958891,One man wearing a striped shirt and sunglasses jumps in the air next to another man in a black graphic tee leaping in the air with his arms outstretched in front of a building .,[2980958891]
2287499786,A man in a black tank top with his head leaning back and a rod in his mouth is about to light the rod on fire with the two lit fire sticks in his left hand .,[2287499786]
4695719556,The back of two skinny models wearing white t-shirts and short shorts with high heels on passing by the camera equipment,[4695719556]
146019208,Two men on a snowy and rocky mountainside cook a meal while their teammates sit a little way away .,[146019208]
3815075229,A man in a blue shirt is driving a blue car with a rack on top and has a man in an orange shirt as his passenger .,[3815075229]
252151991,Motorcycle riders enjoy a sunny day on the road .,[252151991]
1130295306,"A boy in a striped blue shirt and gray pants , holding a blue scooter , is looking across a river .",[1130295306]
248482305,A group of older individuals crowd around a table which has an individual in yellow behind it .,[248482305]
24187380,The constructions workers are smoothing out freshly poured concrete .,[24187380]
2749162846,A man with a white and blue checked towel over his head is drinking .,[2749162846]
3097776588,a man puts his arm around another man as they pose for a picture,[3097776588]
2107837987,A child in a blue shirt is holding something in his hand on a lake shore .,[2107837987]
241347150,"An American footballer in a red outfit is attacking the player in white who is running with the ball , whilst other players are nearby .",[241347150]
8169402416,"Two performers , one man playing a guitar , and one woman with a mic raised to her mouth are sitting on chairs performing .",[8169402416]
185075930,"A blond boy smiles with his eyes closed , buried up to his neck in sand .",[185075930]
2045109977,The man is wearing a black shirt and holding up a blue item in a window .,[2045109977]
13648274,A man wearing jeans and a button up dress shirt is holding a camera while standing next to a woman in black pants and a beige jacket .,[13648274]
4922712943,A man in blue jeans and hat is sitting outdoors on a bench .,[4922712943]
2536957963,Two men wearing orange vest using an industrial cleaning machine to clean stairs .,[2536957963]
2244376697,"Five people in an old cafe , four sit at old wood table and one is standing .",[2244376697]
4764430842,"Two people , a man and a woman , lie in the grass with one another with their feet on the edge of a graffiti covered concrete wall .",[4764430842]
515264042,Skateboarder doing a kick flip off of a raised platform onto a sidewalk .,[515264042]
4550700462,A little boy is holding a Mexican flag as he walks down the street with a woman .,[4550700462]
7700079174,A indoor girls volleyball match is behind help at the olympic games while one team performs a spike move .,[7700079174]
4421766226,A woman dressed in patriotic colors rides a horse also dressed in patriotic colors in an indoor fenced dirt clearing while holding a large American flag .,[4421766226]
730414057,A woman in a brown peace t-shirt grilling vegetables on a large gas grill .,[730414057]
4871230195,Three people sit at a table in front of an establishment displaying the words Bar Gleati Tabacchi .,[4871230195]
434643459,An old woman in a blue sweatshirt is playing piano in front of a sunny window and a vase of daffodils .,[434643459]
3422458549,An african american woman dressed in orange is hitting a tennis ball with a racquet .,[3422458549]
3288912340,A shirtless boy sits on top of an overturned boat beside a body of water .,[3288912340]
3677992640,A girl in a white tank top and bikini bottoms is playing volleyball on a sandy beach .,[3677992640]
747209951,A beach with light blue water and homes built into the mountains in the background is bustling with people in the water and standing in the sand at the water 's edge,[747209951]
3065560742,Two hockey players slide into each other on the ice,[3065560742]
1571875240,Two boys are helping a middle-aged man put the groceries onto the conveyor belt .,[1571875240]
1267711451,a black and white dog walking through the grass with a long stick in his mouth .,[1267711451]
32080607,Two men stand in the middle of a square of traffic cones placed underneath a traffic signal in front of a Volvo dealership .,[32080607]
3268467451,A pilot dressed in a dark-colored sweater is sitting in the cock-pit of a plane with his hands crossed .,[3268467451]
2716104559,"A crowd gathers around a docked white boat , equipped with orange life saver , along a riverbank and seaside landscape .",[2716104559]
25268657,"Two young boys , one with a red white and blue hat and another with a gray shirt , stand behind a tree and some foliage .",[25268657]
2405325546,A young man in a gray jacket and a man wearing glasses and wearing a blue and black striped shirt look at each other .,[2405325546]
7924790118,A handicapped man dressed in blue holding the lead in a wheelchair race versus several other paraplegic athletes .,[7924790118]
4871427223,"A police officer in uniform with a bright blue shirt , standing with posters of models in underwear in the background .",[4871427223]
508261758,"Three teenage girls rolling all over each other on the ground , laughing",[508261758]
3661072592,A little brunette girl sprinking confetti on a brunette woman 's head as she smiles .,[3661072592]
2921430836,Football players making a tackle with the referee in the foreground .,[2921430836]
8081616464,Congrats to the baseball player who is being hugged as other teammates approach from the right and from the left .,[8081616464]
158898445,A young Asian man in a blue shirt with a small beard and mustache takes notes with a pencil from a large book .,[158898445]
3120921482,A young boy in a gray and white striped shirt is playing guitar .,[3120921482]
3247052319,A man drives an ATV down a dirt road with a power line behind him .,[3247052319]
8217001488,An older man with a beard and hat is looking at us while he is holding a stick with his hand .,[8217001488]
13255060,Two people have their heads down on a table while a man in a brown jacket looks out the window at a group of bikes and motorcycles .,[13255060]
3715669736,One skater is wearing a blue shirt with black shorts and the other skater is wearing a red shirt with black shorts .,[3715669736]
2162367970,"Two small children , one wearing a red winter jacket and the other a black one , are slipping and sliding down an icy slope .",[2162367970]
572149383,The man in a construction hat and a yellow shirt is taking some of the branches from trees and has marked off part of the road with a cone .,[572149383]
216585846,A man in a red cap and blue jeans is riding a bike that is carrying a large green cart with something large inside .,[216585846]
6840400032,A group of string musicians collect money by playing on the street while people listen .,[6840400032]
4358211815,"A pair of men from the Vancouver Police , bike pass a black car , a bus , and some people on the street .",[4358211815]
2470519984,Menus describe items available and blenders are seen with freshly mixed drinks .,[2470519984]
3392914685,Three young students sitting at tables in the library working on homework .,[3392914685]
6474894623,Two basketball teams playing a small game watching a ball as it flies towards the goal .,[6474894623]
4626017432,A man in a suit walking down a busy street smoking a cigar .,[4626017432]
4681944456,"A little girl in a pink , blue , orange and green hat with her hands on her face posing for the camera .",[4681944456]
32774948,"A group of people , some waving American flags , wait on the sidewalk for a car to pass .",[32774948]
23329858,Two construction workers working on a decorative window from the inside of an establishment .,[23329858]
4848778878,A woman in an orange dress walks down the street with a cellphone in her hand .,[4848778878]
93447586,A gymnast in blue on the balancing beam jumping in the air with a crowd of people wearing mainly orange watching .,[93447586]
525338588,"Many people standing outside of a place talking to each other in front of a building that has a sign that says "" HI-POINTE . """,[525338588]
96051221,"In the winter time , many members of the church wear fur coats .",[96051221]
2984440027,People walk on a wet sidewalk that has red bricks inlaid in it .,[2984440027]
5611391594,"A black man dressed in orange and blue jumping through the air , throwing a red , white and blue ball through a hoop , with a white man in sunglasses dressed similarly looking on .",[5611391594]
1286408831,A boy with his mouth open and tongue sticking out clinging to a bar next to a platform .,[1286408831]
2191329761,The white dog has a blue shirt on and is behind a black dog with a rellow shirt on .,[2191329761]
4202372092,A semi-circle of adults and children sit with a Christmas tree in the background .,[4202372092]
2786996501,A girl with yellow sunglasses is laying on the ground with a girl wearing brown sunglasses .,[2786996501]
4674781735,"A man wearing a red baseball cap and jersey is standing next to an older car and staring at a young , blond woman as she walks by .",[4674781735]
3142761553,A little girl in an Orange butterfly costume holding a brown paper bag talks to another little girl wearing a purple fairy costume .,[3142761553]
379006645,"The black and brown dog walks toward the camera , in an enclosed , snowy area .",[379006645]
2763767621,Male child playing on round contained ride in the park by himself .,[2763767621]
241345427,A football player in red is trying to tackle another player who has the ball .,[241345427]
4882682075,A man in a blue t-shirt is taking a picture while a woman with an umbrella walks behind him .,[4882682075]
4721499513,"A man and a woman seated at a table , having drinks and deep in conversation .",[4721499513]
1220027979,"Three children , baby in the center , sit in an outdoor swing chair .",[1220027979]
3126753745,A drummer in a red hat and black shirt hits the snare drum on his kit during a performance with his band-mates .,[3126753745]
380537190,Several people shop at an outdoor farmer 's market on a cloudy day .,[380537190]
1501297480,A shirtless child in blue shorts holding up a window screen that has fallen out .,[1501297480]
688926797,"A woman showing her pretty blue dress and new hairdo , with a man standing behind her .",[688926797]
1875237930,"Three women are playing volleyball , the woman in blue has hit the ball over the net .",[1875237930]
2645724661,"A woman sits with a child , reading a big blue book .",[2645724661]
4946023775,A group of people who are dressed nicely are relaxing together on green grass .,[4946023775]
1353009866,A cat sitting next to a person who has black pants and pink flip-flops on .,[1353009866]
4755080905,Colorful strips of color hang in the concourse of a mall above an escalator .,[4755080905]
3472331684,"An infant girl , in a white summer blouse and yellow skirt with white leggings , plays with a yellow party decoration , surrounded by white paper mache butterflies .",[3472331684]
2856699493,The woman in the white shirt and black backpack is walking with the man in the blue shirt .,[2856699493]
4551426278,A man wearing black and yellow shorts is standing on a wooden pole with his arms outstretched and his shirt pulled over his face .,[4551426278]
414568315,A girl with a pink headband and blue shirt is drumming on blue plastic and metal bowls with chopsticks .,[414568315]
7284455464,"One white car is speeding down a dirt road , throwing dirt up into the air behind it as it goes by .",[7284455464]
280667538,A man on a horse holding a banner with a castle on it is talking to another man in a red cloak and turban .,[280667538]
40267450,A man balancing a green ball on a pole for a crowd on the street .,[40267450]
4026365920,"A man in a pink shirt is looking at a laptop computer , while a lady in a black and white print dress , is blowing on her coffee cup .",[4026365920]
3129043236,"A lifeguard with a hat and red shorts is sitting on a rail , looking at the water .",[3129043236]
149057633,An african child wearing a red and blue plaid shirt and blue shorts sleeping on a woven rope hammock .,[149057633]
438106,"CHildren doing art projects on a table , with a bicycle and sundry equipment in the background .",[438106]
4686530812,"There is a large gathering of people , with two men in white shirts and one with a flag draped over him in the front and a man in a black shirt on a cellphone next to them .",[4686530812]
3569416047,A person wearing a black shirt is riding a bike in front of a red wall with a flower on it .,[3569416047]
2283350490,A young man in tan pants and flip-flops is sitting with his guitar .,[2283350490]
3494345896,A pair of dogs playing with a purple ball .,[3494345896]
3157622277,A referee tries to break up a fight between two players at a hockey game .,[3157622277]
4798841068,"Three people in shorts , one in a dark green shirt , one in a white shirt , and one in a cyan shirt , walk down a sidewalk with a retaining wall and a sign in the foreground .",[4798841068]
199412869,Nine individuals are sitting on a yellow tile floor around a whiteboard with small colored tiles on it .,[199412869]
60617980,A man in a plaid shirt laying tile and grout in front of Joseph A. Bank clothing store .,[60617980]
511643051,A person with a scarf over their head and a boy in a black t-shirt looking at what appear to be olives in a pile on a tarp on the ground .,[511643051]
4401293680,"An older looking woman is taking notes in a lecture hall at a university , with younger looking students in the background .",[4401293680]
540436782,"Wet with water dripping from overhead , a man wipes some from his eyes as he is beat over the head with a club .",[540436782]
1459582913,"Three people dressed in blue , white and black leotards are being held up by the hands of a set of two people each on the ground dressed in the same outfit as people look on .",[1459582913]
1460500597,The man in the button up shirt is sitting at a table .,[1460500597]
5229996710,"A long-haired skateboarder is about to exit a clean nosegrind on a public handrail , unaware of his surroundings while ignoring the negative public perception of skateboarders .",[5229996710]
1347001782,"A view from the ground of a footbridge , with several pedestrians on it , and the view of one man 's feet in the center foreground .",[1347001782]
3672309620,A beautiful mountainous view with a couple in the distance looking over the edge .,[3672309620]
300670334,Woman with dark hair exiting a cab in an asian country on a busy street at nighttime .,[300670334]
114474325,Odd looking young adult playing around a large tree that has big roots .,[114474325]
3538527033,Three women in festive dresses are dancing in a large city street while a large crowd is behind them holding up a banner .,[3538527033]
1434147314,"A group of people , some of whom are standing and using chopsticks , surround a table which is laden with plates of food .",[1434147314]
3439064881,Five people waited in line while the man in the blue jacket paid the cashier .,[3439064881]
6945359615,An older Asian woman folds a black piece a cloth on a blue ironing board .,[6945359615]
2592821012,"Three young people stand on a stage outside with guitars over their shoulders in front of a crowd , with one person in the crowd also holding a guitar , but many of the people in the crowd do n't seem to be too interested in what is happening on stage .",[2592821012]
3050523266,A couple sits on a park bench while a man sleeps with a paper over his face on the bench next to them .,[3050523266]
4485496402,"Active waves with a surfer , seems to be enjoying surfing .",[4485496402]
3997498249,Lots of people are standing on a field with trees surrounding it and a white house in the background .,[3997498249]
4362204688,German Shepherds running on a green floor while a large group of people look on .,[4362204688]
5009047021,"A team in black , the Knights , chases after a member of the unnamed white team who is holding the ball ; one Knight and one other white team member is on the ground , while the other members chase the ball-bearer .",[5009047021]
2860524742,A woman wearing a bike helmet and a warm-up suit is sitting in the park meditating .,[2860524742]
6208501317,A young child with a blue shirt is watching an arcade game in progress .,[6208501317]
4328470369,"Four children are standing around in a dimly lit gym with a basketball hoop behind them , with one of the children holding a basketball .",[4328470369]
2354834216,A man sings into a microphone as another man plays electric bass behind him .,[2354834216]
4819772422,A swimmer in his suit stretches before a swim competition while holding his goggles .,[4819772422]
4102545355,Two construction workers taking a break ; one is napping in a chair and the other is lying on boards from the work site .,[4102545355]
294709836,Closeup of a white bunny with another white bunny and black horse in the background .,[294709836]
90044984,A man in a brown shirt and jeans leans against a pole in front of Chanel while a man in a cinema security shirt faces the other way near him .,[90044984]
101958970,A man and a little girl happily posing in front of their cart in a supermarket .,[101958970]
241198768,Two men look down over a concrete wall at another person standing on two small wooden docks .,[241198768]
2503048293,Four men and a small boy sitting around an indoor fire .,[2503048293]
5220880759,"Man in a shower with polka-dotted shower curtain , is washing his face .",[5220880759]
2739332078,A girl with blond-hair offers a dimpled smile from under her black umbrella .,[2739332078]
5415181095,A man in a collared shirt and blue jeans is raking in his garden while a baby sits in a blue baby-carrier attached to his back .,[5415181095]
38478677,A man is standing in front of a meat market while talking on the phone .,[38478677]
10956999,Two men barbecuing on the grill with a little girl playing in background .,[10956999]
3648160673,A golden retriever jumps off of a blue surfboard in the water .,[3648160673]
364282261,A man in jeans and a tea shirt is scrubbing an area of the floor with a blue bucket and yellow ladder nearby .,[364282261]
2617812188,blond male sculptor working on a abstract art sculpture in studio .,[2617812188]
2271264741,Two large dogs walking together through a trail with leaves on the ground .,[2271264741]
6939568656,A younger gentleman is pushing a football training device on a football field while a gentleman somewhat older stands on the device for added weight .,[6939568656]
257180093,Two guys one in a white shirt with glasses and another with an orange blanket covering him it looks as though the man in the orange is getting his haircut .,[257180093]
3318615932,Two adult men and several young men are sitting in the forest .,[3318615932]
2864340145,A black dog is walking through the water .,[2864340145]
2638177115,Men in khaki green pants having a conversation on a busy street .,[2638177115]
3715201165,Two people are standing on sidewalk in front of a large building .,[3715201165]
763115175,three little girls one is eating a watermelon and a adult woman reading to them on the grass .,[763115175]
3374444564,Two young women are crossing a street just after a yellow school bus has passed by .,[3374444564]
3347500603,Two men are carrying red bags on the street beside a white metal fence .,[3347500603]
2196107384,An older man in a long-sleeved black shirt is walking down a cobblestone street alone .,[2196107384]
3238951136,Man in red shoes and red and white print shorts posing in front of rocks by water .,[3238951136]
2295177295,A small barefoot boy standing on a circular flat decorative stone in the midst of a pebbled area that is part of a patio in a garden area .,[2295177295]
3661239105,A small blond boy dressed in shorts and a blue shirt playing on a jungle gym .,[3661239105]
2425062226,A man with a headscarf is gesturing with his eyes closed while holding some kind of stick .,[2425062226]
4414061,A man with a black sweatshirt and an earring is sitting in a car in front of a girl with a white shirt .,[4414061]
2705099231,"Elderly adults and young adults , having a party and dancing .",[2705099231]
4679917207,An older guy with a tan shirt and hat sitting on the side of a road with bricks all around him and a small green bowl on the side .,[4679917207]
5942036292,"Rock Band star Matt Doneley rests on a microphone after a long loud concert on Monday held at the Athens center in Las Vegas , Nevada during the April event .",[5942036292]
